"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,94,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,94,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,91,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,86,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,95,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,92,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,96,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,86,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,91,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,86,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,89,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,87,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","TOT","Total","PC","Percentage","0","units",,,88,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,92,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,88,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,94,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,91,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,84,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,96,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,94,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,88,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,94,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,83,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,87,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,95,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,96,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,89,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,85,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,71,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,90,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,73,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,92,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,94,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,94,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,92,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,88,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,90,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,94,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,92,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,95,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,83,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,90,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,91,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,90,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,86,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,87,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,88,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,89,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,92,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","MN","Men","PC","Percentage","0","units",,,87,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,92,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,91,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,95,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,92,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,85,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,94,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,96,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,87,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,93,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,83,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,87,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,96,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,96,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,91,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,74,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,85,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,80,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,89,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,94,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,93,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,91,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,83,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,96,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,93,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,97,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,89,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,92,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,89,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,85,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,91,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,86,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,91,,
"SVN","Slovenia","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,88,,
"OECD","OECD - Total","SC_SNTWS","Quality of support network","L","Value","WMN","Women","PC","Percentage","0","units",,,89,,
"AUS","Australia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,93,,
"AUT","Austria","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,94,,
"BEL","Belgium","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,94,,
"CAN","Canada","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,95,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,90,,
"DNK","Denmark","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,94,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,97,,
"FRA","France","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,92,,
"DEU","Germany","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,93,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,94,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,92,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,96,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,96,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,92,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,91,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,83,,
"LUX","Luxembourg","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,92,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,79,,
"NLD","Netherlands","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,92,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,95,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,96,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,96,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,95,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,94,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,95,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,94,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,95,,
"GBR","United Kingdom","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,96,,
"USA","United States","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,97,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,92,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,90,,
"ISR","Israel","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,89,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","HGH","High","PC","Percentage","0","units",,,91,,
"CZE","Czech Republic","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,79,,
"FIN","Finland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,94,,
"GRC","Greece","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,73,,
"HUN","Hungary","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,82,,
"ISL","Iceland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,96,,
"IRL","Ireland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,93,,
"ITA","Italy","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,87,,
"JPN","Japan","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,84,,
"KOR","Korea","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,53,,
"MEX","Mexico","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,77,,
"NZL","New Zealand","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,92,,
"NOR","Norway","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,92,,
"POL","Poland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,84,,
"PRT","Portugal","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,80,,
"SVK","Slovak Republic","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,87,,
"ESP","Spain","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,91,,
"SWE","Sweden","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,85,,
"CHE","Switzerland","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,96,,
"TUR","Turkey","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,80,,
"BRA","Brazil","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,87,,
"CHL","Chile","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,78,,
"EST","Estonia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,89,,
"RUS","Russia","SC_SNTWS","Quality of support network","L","Value","LW","Low","PC","Percentage","0","units",,,87,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,76,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,83,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,72,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,89,,
"CZE","Czech Republic","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,92,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,78,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,85,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,73,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,86,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,68,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,82,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,71,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,75,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,57,,
"JPN","Japan","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,94,"E","Estimated value"
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,82,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,78,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,37,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,73,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,74,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,82,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,38,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,92,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,55,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,88,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,86,,
"TUR","Turkey","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,34,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,78,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,89,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,45,,
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,57,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,90,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,85,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,94,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,85,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","TOT","Total","PC","Percentage","0","units",,,75,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,78,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,88,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,71,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,88,,
"CZE","Czech Republic","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,95,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,78,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,82,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,73,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,89,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,69,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,85,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,73,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,72,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,56,,
"JPN","Japan","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,94,"E","Estimated value"
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,87,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,80,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,39,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,75,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,75,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,82,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,90,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,34,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,93,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,53,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,86,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,89,,
"TUR","Turkey","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,38,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,80,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,88,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,42,,
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,58,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,87,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,84,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,94,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,86,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","MN","Men","PC","Percentage","0","units",,,76,,
"AUS","Australia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,75,,
"AUT","Austria","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,78,,
"BEL","Belgium","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,73,,
"CAN","Canada","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"CZE","Czech Republic","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"DNK","Denmark","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,78,,
"FIN","Finland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,87,,
"FRA","France","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,72,,
"DEU","Germany","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,84,,
"GRC","Greece","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,68,,
"HUN","Hungary","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,80,,
"ISL","Iceland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,69,,
"IRL","Ireland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,77,,
"ITA","Italy","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,59,,
"JPN","Japan","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,93,"E","Estimated value"
"KOR","Korea","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,78,,
"LUX","Luxembourg","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,76,,
"MEX","Mexico","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,36,,
"NLD","Netherlands","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,72,,
"NZL","New Zealand","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,74,,
"NOR","Norway","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,82,,
"POL","Poland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"PRT","Portugal","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,41,,
"SVK","Slovak Republic","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"ESP","Spain","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,56,,
"SWE","Sweden","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,89,,
"CHE","Switzerland","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,84,,
"TUR","Turkey","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,29,,
"GBR","United Kingdom","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,76,,
"USA","United States","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,90,,
"BRA","Brazil","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,47,,
